Tahun,Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Kesakitan,Stunting (%),IKP,IKP Ranking
2022,kota surabaya - karang pilang,6,0,349,530,0,0,1063,20,4584,74,8149,19
2022,kota surabaya - wonocolo,6,0,336,928,0,0,1083,6,1749,700,8659,5
2022,kota surabaya - rungkut,6,0,281,876,0,0,1103,26,2929,679,8480,10
2022,kota surabaya - wonokromo,6,0,217,993,0,362,1066,7,4270,2519,7869,26
2022,kota surabaya - tegalsari,6,0,548,432,0,0,1027,8,2224,419,8326,15
2022,kota surabaya - sawahan,6,0,630,988,0,0,1004,7,3204,1045,7554,30
2022,kota surabaya - genteng,6,0,498,795,0,0,1098,6,4053,350,7951,23
2022,kota surabaya - gubeng,6,0,229,700,0,0,1121,14,2235,920,8882,2
2022,kota surabaya - sukolilo,6,0,294,988,0,0,1020,21,4641,1334,7785,28
2022,kota surabaya - tambaksari,6,0,579,980,0,0,982,10,3567,2985,7309,36
2022,kota surabaya - simokerto,5,0,1062,1524,0,408,966,4,3225,1095,6245,53
2022,kota surabaya - pabean cantian,6,0,698,530,0,0,1094,19,2885,186,7963,22
2022,kota surabaya - bubutan,6,0,530,806,0,0,1035,7,1874,1722,8134,20
2022,kota surabaya - tandes,6,0,539,828,0,0,1042,13,3703,228,7823,27
2022,kota surabaya - krembangan,6,0,664,1049,0,0,985,7,4876,937,7040,44
2022,kota surabaya - semampir,5,0,919,859,0,0,944,7,4820,2007,6490,49
2022,kota surabaya - kenjeran,4,0,1049,1933,0,0,879,5,5876,3921,5135,59
2022,kota surabaya - lakarsantri,6,0,340,549,0,0,982,22,1265,1604,8615,7
2022,kota surabaya - benowo,6,0,337,1858,0,0,868,50,3937,289,7140,43
2022,kota surabaya - wiyung,6,0,198,473,0,0,1101,18,4536,2041,8341,14
2022,kota surabaya - dukuh pakis,6,0,315,738,0,0,1019,11,1277,258,8810,3
2022,kota surabaya - gayungan,6,0,271,489,0,0,1102,18,3242,598,8654,6
2022,kota surabaya - jambangan,6,0,322,769,0,0,1071,9,2684,964,8484,9
2022,kota surabaya - tenggilis mejoyo,6,0,266,633,1,0,1105,11,1821,342,8983,1
2022,kota surabaya - gunung anyar,6,0,166,945,0,0,1035,21,3505,153,8460,11
2022,kota surabaya - mulyorejo,6,0,328,739,0,0,1146,20,3728,473,8403,12
2022,kota surabaya - sukomanunggal,6,0,299,538,0,0,825,10,5607,455,7525,31
2022,kota surabaya - asem rowo,4,0,1258,2690,0,0,811,50,4416,867,4747,60
2022,kota surabaya - bulak,5,0,970,1249,0,0,1018,22,2758,517,6935,45
2022,kota surabaya - pakal,6,0,407,1237,0,0,1063,57,1806,540,8164,17
2022,kota surabaya - sambikerep,6,0,250,809,0,0,957,39,3256,2215,8007,21
2022,kota batu - batu,6,0,393,433,0,973,1028,60,616,2878,8149,18
2022,kota batu - bumiaji,4,0,532,1016,0,4287,908,237,374,1827,5539,56
2022,kota batu - junrejo,6,0,349,1184,0,2617,980,38,546,2557,7186,40
2023,pacitan - donorojo,6,14,8,32,0,2300,779,154,2414,27,8105,307
2023,pacitan - pringkuku,6,24,9,30,0,551,818,208,2275,18,8430,179
2023,pacitan - punung,6,17,12,39,0,2499,774,128,1690,23,8082,314
2023,pacitan - pacitan,5,194,0,23,0,1705,1031,74,3030,21,7488,476
2023,pacitan - kebonagung,5,116,12,38,0,3207,871,149,1468,28,7484,479
2023,pacitan - arjosari,5,115,14,36,0,4000,865,144,1632,28,7267,515
2023,pacitan - nawangan,5,123,20,26,0,5052,801,218,1608,25,6950,556
2023,pacitan - bandar,5,78,16,37,3,2861,796,175,1868,39,7256,518
2023,pacitan - tegalombo,4,85,25,45,0,6550,764,166,1607,38,6524,589
2023,pacitan - tulakan,5,51,23,40,0,3369,734,154,2105,16,7361,508
2023,pacitan - ngadirojo,5,177,10,31,0,5789,910,100,1524,29,6823,574
2023,pacitan - sudimoro,5,99,18,33,2,5174,782,99,1590,36,6891,562
2023,ponorogo - slahung,6,23,10,21,0,2080,805,114,2870,27,8050,335
2023,ponorogo - ngrayun,5,57,22,40,0,3336,736,420,2531,20,7137,527
2023,ponorogo - bungkal,6,24,6,35,0,2590,833,100,3775,17,7825,411
2023,ponorogo - sambit,6,22,12,35,0,1382,819,98,3631,31,7800,418
2023,ponorogo - sawoo,5,17,25,27,0,3049,782,186,2332,16,7649,447
2023,ponorogo - sooko,6,22,13,18,0,1286,949,150,4861,17,7949,369
2023,ponorogo - pulung,6,16,8,33,0,2050,845,180,2374,28,8163,287
2023,ponorogo - mlarak,6,34,7,29,0,1715,928,85,2323,23,8299,229
2023,ponorogo - jetis,6,34,3,28,0,0,785,41,2358,11,8704,83
2023,ponorogo - siman,6,44,3,25,0,1337,940,56,2833,23,8359,206
2023,ponorogo - balong,6,28,9,29,0,1102,848,100,3658,16,8052,332
2023,ponorogo - kauman,6,29,5,22,0,0,863,45,3219,29,8460,168
2023,ponorogo - badegan,6,26,16,32,0,1233,797,119,2568,22,8004,356
2023,ponorogo - sampung,6,18,6,28,0,2723,798,139,2795,34,7968,363
2023,ponorogo - sukorejo,6,21,4,25,0,928,788,110,2561,12,8543,133
2023,ponorogo - babadan,6,30,0,19,0,1143,902,55,2534,28,8584,124
2023,ponorogo - ponorogo,6,139,1,16,0,762,1061,33,2500,21,8203,273
2023,ponorogo - jenangan,6,25,1,22,0,956,946,76,2592,32,8602,117
2023,ponorogo - ngebel,6,61,14,31,0,939,904,145,2461,19,8024,349
2023,ponorogo - jambon,6,31,14,33,0,506,674,111,2919,14,8019,352
2023,ponorogo - pudak,6,53,16,29,0,130,787,158,3711,26,7733,436
2023,trenggalek - panggul,5,75,26,36,0,5923,860,125,1570,16,6999,549
2023,trenggalek - munjungan,5,73,21,30,0,3109,924,235,1982,8,7613,453
2023,trenggalek - pule,5,73,26,30,0,3205,789,176,1902,11,7377,502
2023,trenggalek - dongko,4,109,26,36,0,7349,769,126,2025,17,6350,595
2023,trenggalek - tugu,6,21,7,30,0,3524,897,70,1695,23,8219,267
2023,trenggalek - karangan,6,36,0,30,0,1141,894,75,2248,4,8666,98
2023,trenggalek - kampak,5,203,3,30,0,4189,814,125,1810,7,7119,533
2023,trenggalek - watulimo,6,83,5,20,0,1268,794,142,1614,13,8343,215
2023,trenggalek - bendungan,6,17,22,38,0,3228,657,144,1515,11,7735,435
2023,trenggalek - gandusari,6,33,7,31,0,3173,859,53,2302,11,8109,306
2023,trenggalek - trenggalek,6,62,1,26,0,3120,1063,73,1823,16,8380,197
2023,trenggalek - pogalan,6,100,1,27,0,3877,981,45,1542,12,8058,328
2023,trenggalek - durenan,6,35,0,30,0,2296,813,54,1620,10,8545,131
2023,trenggalek - suruh,6,60,9,35,0,992,749,94,1692,9,8266,245
2023,tulungagung - tulungagung,5,358,4,6,0,2705,1047,13,1032,4,7061,543
2023,tulungagung - boyolangu,6,121,6,19,0,1981,962,36,508,8,8465,165
2023,tulungagung - kedungwaru,4,500,7,13,0,1748,1155,39,613,6,6371,594
2023,tulungagung - ngantru,5,106,7,28,0,4697,886,45,2864,6,7366,505
2023,tulungagung - kauman,6,29,5,22,0,0,863,45,3219,29,8460,168
2023,tulungagung - pagerwojo,6,29,8,37,0,2368,754,223,3153,12,7834,407
2023,tulungagung - sendang,6,27,15,17,0,1614,728,160,782,13,8534,136
2023,tulungagung - karangrejo,6,68,10,36,0,644,864,51,2757,7,8127,299
2023,tulungagung - gondang,5,69,8,34,0,8292,927,41,2637,17,6929,559
2023,tulungagung - sumbergempol,5,100,7,22,0,7070,876,44,435,14,7619,452
2023,tulungagung - ngunut,6,88,4,27,0,2539,1028,40,1469,13,8332,218
2023,tulungagung - pucanglaban,6,13,6,39,0,0,744,181,719,2,9025,18
2023,tulungagung - rejotangan,6,66,7,34,0,1798,945,83,412,8,8639,106
2023,tulungagung - kalidawir,6,47,7,20,0,1454,877,110,1100,5,8747,66
2023,tulungagung - besuki,6,19,2,16,0,1114,891,122,285,12,9296,2
2023,tulungagung - campurdarat,6,68,4,29,0,2816,940,104,592,6,8559,129
2023,tulungagung - bandung,6,33,4,22,0,703,955,66,1247,2,9069,11
2023,tulungagung - pakel,6,33,4,30,0,2367,854,40,889,9,8694,85
2023,tulungagung - tanggunggunung,6,7,8,32,0,493,841,267,795,11,8952,26
2023,blitar - wonodadi,6,61,4,25,0,1330,1069,88,2704,6,8468,164
2023,blitar - udanawu,6,39,6,24,0,1815,929,89,2076,8,8499,150
2023,blitar - srengat,6,102,3,14,0,825,1071,95,2018,1,8631,110
2023,blitar - kademangan,6,52,7,14,0,716,830,195,2761,11,8377,199
2023,blitar - bakung,6,24,10,29,0,3133,779,253,2640,7,7935,372
2023,blitar - ponggok,5,68,11,29,0,5305,866,128,3204,26,7121,531
2023,blitar - sanankulon,6,58,8,27,0,0,1074,63,2306,8,8676,90
2023,blitar - wonotirto,6,37,11,21,0,1947,723,411,2618,6,7997,358
2023,blitar - nglegok,6,53,9,17,0,3014,878,210,3146,9,7878,392
2023,blitar - kanigoro,6,77,5,13,0,5091,1115,132,3084,11,7746,431
2023,blitar - garum,6,74,13,14,0,1492,889,144,2168,13,8146,292
2023,blitar - sutojayan,6,83,3,23,0,1107,870,108,2128,7,8391,193
2023,blitar - panggungrejo,6,12,11,41,0,3142,783,283,1905,8,8041,340
2023,blitar - talun,6,44,5,19,0,6295,871,113,1922,7,7798,419
2023,blitar - gandusari,6,33,7,31,0,3173,859,53,2302,11,8109,306
2023,blitar - binangun,6,48,14,16,0,1388,665,151,2444,6,8081,315
2023,blitar - wlingi,6,47,9,15,0,2888,886,179,2759,11,8028,345
2023,blitar - doko,6,41,13,14,0,3460,893,145,2972,7,7875,395
2023,blitar - kesamben,6,47,11,32,0,442,795,116,2515,6,8283,237
2023,blitar - wates,6,16,11,23,0,737,796,153,1929,11,8591,120
2023,blitar - selorejo,6,58,8,24,0,2422,877,113,1998,11,8187,278
2023,blitar - selopuro,6,67,7,26,0,5380,1069,98,1906,13,7814,415
2023,kediri - semen,6,6,9,22,0,3860,832,158,2016,13,8195,277
2023,kediri - mojo,5,19,14,29,0,7287,806,145,1852,15,7361,507
2023,kediri - kras,6,43,8,17,0,0,895,71,1626,26,8763,60
2023,kediri - ngadiluwih,5,223,6,34,0,741,944,54,1577,26,7508,471
2023,kediri - kandat,6,25,13,19,0,3894,835,141,2815,9,7841,404
2023,kediri - wates,6,16,11,23,0,737,796,153,1929,11,8591,120
2023,kediri - ngancar,5,87,11,22,0,6694,951,294,1740,10,7314,511
2023,kediri - puncu,6,51,18,25,0,3201,930,213,1709,14,7885,389
2023,kediri - plosoklaten,6,14,16,29,0,2199,774,155,1951,26,8056,329
2023,kediri - gurah,6,30,11,19,0,2907,940,83,1771,23,8284,236
2023,kediri - pagu,6,14,4,24,0,4234,900,46,1339,11,8456,169
2023,kediri - gampengrejo,6,18,9,24,0,4455,934,64,2027,6,8156,289
2023,kediri - grogol,6,13,8,24,0,2930,887,88,1365,10,8547,130
2023,kediri - papar,6,8,8,25,0,2846,969,65,1636,13,8587,122
2023,kediri - purwoasri,6,10,11,26,0,4838,807,72,1464,25,7985,361
2023,kediri - plemahan,6,7,7,24,0,1942,926,126,2945,13,8387,195
2023,kediri - pare,6,21,14,22,0,2521,1050,65,1951,39,8228,261
2023,kediri - kepung,6,21,19,32,0,0,811,203,2071,25,8254,252
2023,kediri - kandangan,6,13,12,41,0,0,825,102,1354,12,8709,80
2023,kediri - tarokan,6,19,15,32,0,1865,768,131,1446,23,8224,265
2023,kediri - kunjang,6,8,8,36,0,971,855,94,1224,12,8786,53
2023,kediri - banyakan,6,8,11,39,0,4711,837,234,1465,6,8004,357
2023,kediri - ringinrejo,6,25,14,28,0,3454,919,132,1733,8,8128,298
2023,kediri - kayen kidul,6,14,7,25,0,2525,939,143,2872,10,8297,230
2023,kediri - ngasem,6,49,5,17,0,3145,1112,48,3074,8,8239,256
2023,kediri - badas,6,13,11,19,0,1553,964,140,1874,10,8675,92
2023,malang - donomulyo,6,13,14,49,0,737,758,314,1092,4,8461,167
2023,malang - pagak,6,48,16,26,0,1154,793,188,1028,14,8364,204
2023,malang - bantur,6,71,11,35,0,870,814,304,936,14,8308,225
2023,malang - sumbermanjing wetan,5,196,13,34,0,4120,791,301,996,26,6871,567
2023,malang - dampit,6,120,11,31,0,2432,743,170,1199,12,7754,429
2023,malang - ampelgading,5,132,14,37,0,5894,785,7,1856,0,6967,553
2023,malang - poncokusumo,5,73,15,43,0,4879,825,259,1687,2,7393,496
2023,malang - wajak,5,72,15,41,0,5559,753,194,2418,5,7072,540
2023,malang - turen,6,114,9,23,0,1171,975,85,1936,7,8177,281
2023,malang - gondanglegi,5,124,13,31,0,3219,878,63,1985,13,7472,482
2023,malang - kalipare,6,51,7,25,0,1857,793,284,1607,4,8358,207
2023,malang - sumberpucung,6,81,3,18,0,4536,958,79,1723,9,8047,336
2023,malang - kepanjen,6,114,5,17,0,362,959,74,2613,3,8307,226
2023,malang - bululawang,6,129,6,23,0,2957,926,100,1132,22,7907,384
2023,malang - tajinan,6,87,6,22,0,874,785,79,1061,15,8484,156
2023,malang - tumpang,6,84,8,39,0,555,812,50,2445,10,8052,333
2023,malang - jabung,6,74,11,36,0,437,702,257,2507,26,7808,416
2023,malang - pakis,6,205,5,18,0,1036,930,79,1983,5,7764,427
2023,malang - pakisaji,6,165,4,21,0,734,935,66,2139,6,8027,347
2023,malang - ngajum,6,78,19,43,0,714,842,6,1388,10,8046,337
2023,malang - wagir,3,447,6,14,0,5800,881,127,1484,3,5626,603
2023,malang - dau,4,356,1,21,0,2096,1034,116,2768,8,6610,583
2023,malang - karang ploso,5,159,3,21,0,4617,967,106,1660,4,7583,457
2023,malang - singosari,6,227,2,16,0,1156,980,202,1815,8,7724,438
2023,malang - lawang,5,236,3,26,0,1135,933,131,2590,4,7383,500
2023,malang - pujon,5,318,12,32,0,394,859,82,983,21,6946,557
2023,malang - ngantang,6,129,8,27,0,0,765,278,1275,22,8074,320
2023,malang - kasembon,6,57,14,33,0,3544,901,160,1495,8,7908,383
2023,malang - gedangan,6,120,15,26,0,2363,763,285,1120,10,7712,440
2023,malang - tirtoyudo,5,178,19,31,0,5035,798,290,916,9,6858,570
2023,malang - kromengan,6,54,3,13,0,3890,860,87,2019,4,8266,244
2023,malang - wonosari,6,127,10,44,0,0,742,141,868,11,8087,312
2023,malang - pagelaran,5,109,16,32,0,3638,824,89,2585,10,7241,521
2023,lumajang - tempursari,6,58,6,27,0,2096,837,229,1610,16,8263,246
2023,lumajang - pronojiwo,6,90,6,37,0,1542,811,354,1699,5,8070,322
2023,lumajang - candipuro,6,25,9,33,2,1460,799,191,882,14,8447,171
2023,lumajang - pasirian,6,38,8,35,0,1960,761,135,1049,17,8373,201
2023,lumajang - tempeh,6,52,11,34,0,515,847,79,1246,12,8532,137
2023,lumajang - kunir,6,55,11,40,0,1505,746,118,1074,4,8316,223
2023,lumajang - yosowilangun,6,41,11,39,0,3386,841,117,1401,5,8070,323
2023,lumajang - rowokangkung,6,34,9,22,0,843,821,134,1306,9,8708,82
2023,lumajang - tekung,6,36,10,38,0,1325,787,59,1558,8,8397,190
2023,lumajang - lumajang,6,88,10,17,0,3270,1063,41,1507,15,8141,293
2023,lumajang - pasrujambe,6,33,3,37,0,967,834,361,1020,6,8757,62
2023,lumajang - senduro,4,398,4,30,0,3078,819,322,866,8,6269,599
2023,lumajang - gucialit,2,500,7,61,0,8940,916,221,909,16,4366,606
2023,lumajang - padang,6,110,4,36,2,0,802,108,833,20,8295,231
2023,lumajang - sukodono,6,49,9,38,0,3394,892,52,2361,4,7919,377
2023,lumajang - kedungjajang,6,72,10,34,0,2748,730,116,840,8,8095,310
2023,lumajang - jatiroto,6,55,20,37,0,2719,720,119,1130,6,7846,402
2023,lumajang - randuagung,6,53,11,37,0,488,785,116,1021,23,8414,185
2023,lumajang - klakah,5,93,8,41,0,4417,766,143,1314,12,7558,463
2023,lumajang - ranuyoso,4,212,10,43,0,5366,646,208,1861,3,6439,593
2023,lumajang - sumbersuko,5,71,12,27,12,7192,914,59,1706,5,6693,578
2023,jember - jombang,6,33,3,17,0,1231,923,142,2085,9,8756,63
2023,jember - kencong,6,35,1,31,0,3152,777,72,2180,18,8170,285
2023,jember - sumberbaru,6,68,19,42,0,2217,622,210,654,12,7788,422
2023,jember - gumukmas,6,33,2,38,0,3286,822,93,461,23,8480,158
2023,jember - umbulsari,6,67,4,26,0,3078,758,72,800,49,8067,324
2023,jember - tanggul,5,62,14,44,0,4044,728,175,1399,20,7509,470
2023,jember - semboro,6,52,6,42,0,3688,761,98,493,19,8141,294
2023,jember - puger,6,57,2,34,0,2381,789,160,2043,21,8114,304
2023,jember - bangsalsari,6,67,14,40,0,1675,713,186,493,18,8125,300
2023,jember - balung,6,48,1,43,0,1011,856,48,349,17,8845,44
2023,jember - wuluhan,6,56,2,30,0,805,805,161,1492,12,8622,114
2023,jember - ambulu,6,72,1,17,0,1839,975,66,2288,14,8455,170
2023,jember - rambipuji,6,56,5,19,0,2148,812,71,3099,32,7919,378
2023,jember - panti,6,47,11,47,0,2201,738,383,1792,17,7817,412
2023,jember - sukorambi,6,55,13,35,0,0,814,120,3368,16,7960,367
2023,jember - jenggawah,6,47,8,31,0,2321,776,71,2400,36,7878,391
2023,jember - ajung,5,42,8,28,0,5126,670,110,3260,6,7376,503
2023,jember - tempurejo,6,42,7,30,0,5660,607,595,692,10,7683,443
2023,jember - kaliwates,5,355,2,8,0,414,1221,23,990,40,7302,512
2023,jember - patrang,6,125,2,12,0,2306,1157,43,1790,11,8352,211
2023,jember - sumbersari,5,219,1,13,0,1707,1045,47,2627,15,7581,458
2023,jember - arjasa,6,58,15,41,0,3418,763,102,624,10,7932,374
2023,jember - mumbulsari,5,51,16,29,0,1321,624,207,3338,4,7662,446
2023,jember - pakusari,5,58,16,59,0,6276,817,67,215,6,7447,488
2023,jember - jelbuk,4,53,23,63,2,5260,588,167,1981,21,6593,584
2023,jember - mayang,5,41,9,60,0,4459,739,139,3358,3,7206,522
2023,jember - kalisat,5,76,17,47,0,7131,697,100,1271,12,6887,564
2023,jember - ledokombo,5,39,24,33,0,3178,662,277,1926,4,7529,468
2023,jember - sukowono,6,62,13,52,0,4159,682,85,588,2,7761,428
2023,jember - silo,5,74,13,32,0,2321,615,333,2240,18,7522,469
2023,jember - sumberjambe,5,63,26,32,0,4106,630,321,793,22,7299,513
2023,banyuwangi - pesanggaran,5,94,4,22,0,3342,918,1198,2684,9,7485,478
2023,banyuwangi - bangorejo,6,92,11,19,0,389,886,188,1923,16,8256,250
2023,banyuwangi - purwoharjo,6,95,2,16,0,0,796,198,1810,21,8490,154
2023,banyuwangi - tegaldlimo,6,56,1,23,0,314,790,1837,3489,4,7889,386
2023,banyuwangi - muncar,6,113,4,21,0,3418,861,108,1852,9,7874,396
2023,banyuwangi - cluring,6,41,3,19,0,2833,1001,187,3476,15,8103,308
2023,banyuwangi - gambiran,6,96,2,15,0,2062,955,104,2865,7,8133,297
2023,banyuwangi - srono,6,49,6,17,0,3059,885,117,2504,24,8052,331
2023,banyuwangi - genteng,6,77,4,12,0,1163,1084,142,2231,4,8631,109
2023,banyuwangi - glenmore,5,61,8,21,0,3538,812,639,3333,0,7565,462
2023,banyuwangi - kalibaru,5,77,17,29,0,1449,736,782,3814,1,7258,517
2023,banyuwangi - singojuruh,5,21,9,36,0,6525,653,136,1979,3,7486,477
2023,banyuwangi - rogojampi,6,37,9,15,0,3494,808,73,1855,10,8199,275
2023,banyuwangi - kabat,5,32,17,27,0,5064,767,102,2744,5,7425,493
2023,banyuwangi - glagah,6,32,6,31,0,582,749,233,2389,6,8441,173
2023,banyuwangi - banyuwangi,5,260,5,9,0,1270,1067,40,1684,13,7609,454
2023,banyuwangi - giri,6,57,7,29,0,1235,877,65,3084,9,8139,296
2023,banyuwangi - wongsorejo,5,49,9,31,0,3053,662,553,2425,19,7569,461
2023,banyuwangi - songgon,6,28,12,26,0,1450,774,686,2092,6,8149,290
2023,banyuwangi - sempu,6,43,9,17,0,1542,836,201,3589,15,7989,359
2023,banyuwangi - kalipuro,5,121,11,29,0,5824,795,544,2401,8,6856,571
2023,banyuwangi - siliragung,6,28,6,27,0,496,859,328,1766,4,8721,76
2023,banyuwangi - tegalsari,6,61,5,24,0,3929,876,104,1271,2,8245,255
2023,banyuwangi - licin,6,28,11,34,0,0,831,457,1958,8,8473,162
2023,banyuwangi - blimbingsari,6,49,9,28,0,2927,673,395,2381,0,7828,410
2023,bondowoso - maesan,5,53,15,40,0,5618,744,97,2555,3,7192,523
2023,bondowoso - tamanan,5,54,24,48,0,4198,672,45,2705,14,6951,555
2023,bondowoso - tlogosari,5,36,18,42,0,4096,711,226,2106,8,7449,487
2023,bondowoso - sukosari,6,20,10,53,0,1664,673,55,1620,11,8162,288
2023,bondowoso - pujer,5,32,17,60,0,5115,578,56,2690,8,6991,550
2023,bondowoso - grujugan,5,59,15,48,0,1587,595,158,2282,16,7576,460
2023,bondowoso - curahdami,5,61,15,39,0,4572,824,93,2225,3,7473,481
2023,bondowoso - tenggarang,6,56,10,24,2,366,780,36,2510,7,8207,269
2023,bondowoso - wonosari,6,127,10,44,0,0,742,141,868,11,8087,312
2023,bondowoso - tapen,6,23,12,33,0,482,679,116,2560,12,8231,260
2023,bondowoso - bondowoso,6,176,1,12,0,630,1093,18,2320,27,8060,327
2023,bondowoso - wringin,5,48,15,51,0,3258,624,92,2312,4,7469,483
2023,bondowoso - tegalampel,5,53,7,52,0,4420,690,69,1679,15,7587,456
2023,bondowoso - klabang,6,18,7,40,4,1094,884,172,1699,23,8251,254
2023,bondowoso - cermee,5,25,23,45,0,2527,615,205,2264,9,7500,473
2023,bondowoso - prajekan,5,24,13,38,0,4828,700,126,2496,5,7532,466
2023,bondowoso - pakem,6,37,13,54,0,1972,605,144,1773,3,7865,399
2023,bondowoso - sumberwringin,5,39,14,54,0,3771,650,270,2224,9,7385,498
2023,bondowoso - sempol,2,500,4,28,0,6777,760,493,2414,24,4471,605
2023,bondowoso - binakal,6,39,11,34,0,2536,589,91,2154,4,7915,379
2023,bondowoso - taman krocok,6,36,13,49,0,2641,600,108,1640,13,7788,423
2023,bondowoso - botolinggo,5,29,19,46,0,6164,654,260,2423,2,7009,548
2023,bondowoso - jambesari darus sholah,5,53,23,50,0,4786,717,57,2073,13,7066,541
2023,situbondo - jatibanteng,4,34,23,74,0,9088,596,144,970,5,6462,592
2023,situbondo - besuki,6,19,2,16,0,1114,891,122,285,12,9296,2
2023,situbondo - suboh,5,45,15,49,0,5672,643,57,2554,3,7079,538
2023,situbondo - mlandingan,5,29,16,56,0,6568,741,69,2815,13,6862,569
2023,situbondo - kendit,5,37,11,51,0,5105,729,224,2265,10,7358,509
2023,situbondo - panarukan,6,56,3,29,0,1787,865,89,852,12,8652,102
2023,situbondo - situbondo,6,123,1,22,0,3503,950,62,2122,10,7869,397
2023,situbondo - panji,6,66,4,32,0,717,803,36,1227,18,8545,132
2023,situbondo - mangaran,6,21,12,40,0,4506,720,81,884,18,7911,381
2023,situbondo - kapongan,6,33,9,29,0,3504,727,80,2830,4,7838,406
2023,situbondo - arjasa,6,58,15,41,0,3418,763,102,624,10,7932,374
2023,situbondo - jangkar,6,48,15,41,0,1028,801,108,1171,12,8258,249
2023,situbondo - asembagus,6,109,7,35,0,480,785,180,908,5,8347,213
2023,situbondo - banyuputih,5,43,7,42,0,5561,810,580,1227,7,7629,450
2023,situbondo - sumbermalang,5,104,9,47,0,2568,622,294,3289,12,7077,539
2023,situbondo - banyuglugur,6,45,14,40,0,1183,667,162,2135,9,7965,365
2023,situbondo - bungatan,5,27,20,50,2,6658,610,122,1536,15,6888,563
2023,probolinggo - sukapura,4,318,12,37,0,4151,860,232,551,22,6350,596
2023,probolinggo - sumber,4,194,12,33,0,7887,582,417,1332,16,6095,601
2023,probolinggo - kuripan,6,77,25,37,0,1344,582,230,491,15,7741,434
2023,probolinggo - bantaran,5,71,23,63,0,767,622,105,1985,16,7385,497
2023,probolinggo - leces,5,238,14,35,0,2956,698,52,423,24,6937,558
2023,probolinggo - banyuanyar,5,92,21,51,0,1874,678,70,1432,71,7050,545
2023,probolinggo - tiris,5,128,28,60,2,2515,600,212,393,14,6925,560
2023,probolinggo - krucil,4,66,45,41,0,4984,609,450,591,13,6590,585
2023,probolinggo - gading,5,32,20,50,0,4038,695,177,512,56,7420,494
2023,probolinggo - pakuniran,5,54,25,53,0,6300,705,150,1127,23,6849,572
2023,probolinggo - kotaanyar,4,74,19,49,3,5291,783,91,2996,28,6529,588
2023,probolinggo - paiton,6,75,12,29,0,2733,947,69,1703,41,7816,413
2023,probolinggo - besuk,5,212,15,39,0,1274,618,49,866,41,7021,547
2023,probolinggo - kraksaan,6,67,8,33,0,2553,924,84,1464,9,8218,268
2023,probolinggo - krejengan,6,54,16,48,0,1434,682,72,510,33,8008,355
2023,probolinggo - pejarakan,6,53,9,39,0,1285,760,45,1566,38,8077,317
2023,probolinggo - maron,6,43,14,33,2,2725,761,58,959,39,7866,398
2023,probolinggo - gending,6,49,10,36,0,2357,854,80,684,30,8288,234
2023,probolinggo - dringu,6,114,5,29,0,2650,872,86,828,13,8122,302
2023,probolinggo - tegalsiwalan,6,93,22,27,0,1082,726,116,736,4,8040,341
2023,probolinggo - sumberasih,6,59,10,23,0,2602,715,55,2471,13,7888,387
2023,probolinggo - wonomerto,5,143,14,48,0,1040,688,117,1610,18,7429,491
2023,probolinggo - tongas,6,49,13,43,0,1482,596,120,974,10,8110,305
2023,probolinggo - lumbang,5,68,20,36,0,4033,666,221,362,8,7669,445
2023,pasuruan - purwodadi,6,46,9,51,0,5068,875,205,733,22,7750,430
2023,pasuruan - tutur,5,179,3,42,0,4175,762,125,711,28,7252,519
2023,pasuruan - puspo,5,129,11,48,0,1641,634,201,1180,19,7505,472
2023,pasuruan - lumbang,5,68,20,36,0,4033,666,221,362,8,7669,445
2023,pasuruan - pasrepan,6,45,17,56,0,709,655,180,1084,13,8032,344
2023,pasuruan - kejayan,6,36,15,35,0,600,697,126,761,27,8368,203
2023,pasuruan - wonorejo,6,38,9,44,0,1870,586,110,1043,14,8176,282
2023,pasuruan - purwosari,6,59,4,29,0,1582,895,70,1384,30,8419,182
2023,pasuruan - sukorejo,6,21,4,25,0,928,788,110,2561,12,8543,133
2023,pasuruan - prigen,6,67,1,28,0,0,864,200,1074,6,8885,37
2023,pasuruan - pandaan,6,96,3,17,0,1056,1039,53,832,22,8735,70
2023,pasuruan - gempol,6,157,1,25,0,2072,926,78,1242,13,8036,343
2023,pasuruan - beji,6,110,1,22,0,4958,942,53,1730,14,7775,425
2023,pasuruan - bangil,6,88,2,20,0,3911,1042,50,760,11,8402,188
2023,pasuruan - rembang,6,49,8,40,0,4478,748,99,1824,5,7743,432
2023,pasuruan - kraton,5,65,12,41,0,6458,730,48,1148,22,7262,516
2023,pasuruan - pohjentrek,6,32,17,51,0,720,665,38,761,6,8336,217
2023,pasuruan - gondangwetan,6,71,16,42,0,0,740,37,2699,15,7851,401
2023,pasuruan - winongan,6,57,16,43,0,3517,773,84,646,17,7862,400
2023,pasuruan - grati,5,90,14,38,0,6392,859,91,2236,40,6805,575
2023,pasuruan - nguling,6,42,7,46,0,3856,718,72,1707,10,7841,405
2023,pasuruan - lekok,5,150,30,44,0,2017,655,90,1673,7,6880,566
2023,pasuruan - rejoso,5,61,13,41,0,4375,771,67,2131,28,7362,506
2023,pasuruan - tosari,4,457,2,53,0,750,724,265,1441,3,5985,602
